term,final_topic,source_batch
Linkwitz transform,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Extended bass shelf,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Quasi-Butterworth alignment,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
SBB4 alignment,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
QB3 alignment,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
C4 alignment,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Passive-radiator alignment,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Vented-box alignment,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Box tuning frequency,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Fb,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Port air mass,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Port end correction,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Port acoustic resistance,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Port compression,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Port turbulence,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Port Mach number,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Port chuffing,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Organ-pipe resonance,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Pipe resonance,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Vent resonance,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Passive-radiator mass,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Passive-radiator compliance,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Passive-radiator excursion,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Transmission-line terminus,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Line taper,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Line stuffing,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Quarter-wave enclosure,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Mass-loaded transmission line,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Tapered quarter-wave tube,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Voigt pipe,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Aperiodic enclosure,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Resistive vent,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Variovent,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Lumped-parameter model,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Small-signal model,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Large-signal model,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Electro-mechano-acoustic equivalent circuit,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Mechanical equivalent circuit,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Mobility analogy,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Impedance analogy,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Electrical quality factor,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Mechanical quality factor,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Total quality factor,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Resonance frequency,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Equivalent compliance volume,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
DC resistance,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Mechanical resistance,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Diaphragm mass,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Mmd,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Radiation mass,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Acoustic mass loading,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
EBP,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Electrical damping,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Acoustic damping,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Mass corner,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Compliance corner,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Impedance peak,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Motional impedance,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Blocked impedance,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Motional branch,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Electrical branch,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Large-signal identification,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Nonlinear parameter identification,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Dynamic parameter measurement,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Quasi-static measurement,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Dynamic voice-coil position,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Instantaneous displacement,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Voice-coil current,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Voice-coil temperature,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Thermal state variable,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Nonlinear state-space model,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Lumped nonlinear model,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Parameter trajectory,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Working-point shift,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Dynamic DC displacement,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Rectified displacement,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Force-factor modulation,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Compliance modulation,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Inductance modulation,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Doppler modulation,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Amplitude modulation distortion,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Multitone distortion,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Rub-and-buzz distortion,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Loose-particle noise,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Air-leak noise,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Suspension noise,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Rocking-mode distortion,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Motor instability,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Thermal modulation,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Dynamic compression,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Instantaneous compression,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Sensitivity compression,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Thermal time constant,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Fast thermal time constant,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Slow thermal time constant,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Voice-coil thermal resistance,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Magnet thermal resistance,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Thermal capacitance,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Thermal runaway,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Balloon plot,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Polar map,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Directivity sonogram,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Directivity spectrogram,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Early-reflections curve,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Sound-power response,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Horizontal off-axis response,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Vertical off-axis response,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Constant directivity,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Directivity narrowing,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Directivity discontinuity,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Directivity mismatch,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Crossover lobing,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Vertical lobing,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Apparent acoustic center,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Phase center,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Virtual source,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Effective source size,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Piston directivity,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Baffle diffraction,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Edge diffraction,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Floor bounce,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Ceiling bounce,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
SBIR,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Dipole null,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Dipole peak,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Dipole cancellation,"Loudspeaker Motor, Suspension & Diaphragm",Batch 4
Cardioid radiation,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Gradient loudspeaker,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Acoustic resistance enclosure,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
End-fire subwoofer array,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Broadside subwoofer array,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Gradient subwoofer array,"Loudspeaker Behavior, Large-Signal & Concepts",Batch 4
Steered array,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Shaded array,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Constant-beamwidth transducer,"Loudspeaker Enclosures, Horns & Radiation",Batch 4
Anechoic measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Half-space measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Full-space measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Hemispherical measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Far-field measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Near-field–far-field splice,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Near-field scanner,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Klippel near-field scanner,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Holographic measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Acoustic holography,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Near-field acoustic holography,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Finite-element method,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Finite-difference time-domain,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
FDTD acoustics,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Boundary-condition model,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Reciprocity measurement,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Dual-channel measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Reference-channel measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Logarithmic sine sweep,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Time-delay spectrometry,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Time-windowed response,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Gated measurement,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Reflection-free window,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Time resolution,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Window leakage,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Transfer-function estimator,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
H1 estimator,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
H2 estimator,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Hv estimator,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Complex frequency response,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Excess-phase response,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Unwrapped phase,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Acoustic delay,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Excess group delay,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Harmonic distortion profile,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Second-harmonic distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Third-harmonic distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Higher-order harmonic distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Difference-frequency distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Modulation distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Dynamic intermodulation distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Transient intermodulation distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Perceptual rub and buzz,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Crest-factor degradation,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Noncoherent distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Coherent distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Residual distortion,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Distortion residue,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Nonlinear impulse response,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Higher-order impulse response,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Volterra series,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Hammerstein model,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Wiener model,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Wiener–Hammerstein model,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Farina harmonic separation,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Linearity threshold,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Maximum linear SPL,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Maximum usable SPL,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Multitone coherence,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Spectral contamination,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Spurious-free dynamic range,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Maximum linear output,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Maximum acoustic output,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Maximum continuous SPL,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Maximum peak SPL,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Short-term maximum SPL,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Long-term maximum SPL,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Burst SPL,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Peak-to-average ratio,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Compression-limited output,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Distortion-limited output,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Excursion-limited output,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Voltage-limited output,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Current-limited output,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Continuous power handling,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Peak power,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Short-term power,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Long-term power,"DSP, Signal Analysis & Electroacoustic Modeling",Batch 4
Power-test noise,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Pink-noise power test,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Shaped-noise test,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
IEC noise,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
M-Noise,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Maximum linear sound level,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Acoustic compression,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Magnitude linearity,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Coherence degradation,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Test-signal spectrum,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Spectral crest factor,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Integrating sound-level meter,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Integrating-averaging sound-level meter,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Time-weighting sound-level meter,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Exponential time weighting,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
Slow time weighting,"Acoustic/Loudspeaker Measurement, Distortion & Power",Batch 4
