term,landing_topic,status,source_batch
Current-noise density,Microphone Types & Transducers,EXISTING,Batch 4
Acoustic noise floor,Microphone Types & Transducers,EXISTING,Batch 4
Integrated noise,Microphone Types & Transducers,EXISTING,Batch 4
A-weighted self-noise,Microphone Types & Transducers,EXISTING,Batch 4
Z-weighted self-noise,Microphone Types & Transducers,EXISTING,Batch 4
Noise-equivalent pressure,Microphone Types & Transducers,EXISTING,Batch 4
Minimum detectable pressure,Microphone Types & Transducers,EXISTING,Batch 4
Minimum detectable signal,Microphone Types & Transducers,EXISTING,Batch 4
Electrical clipping point,Microphones,EXISTING,Batch 4
Total dynamic range,Microphones,EXISTING,Batch 4
Inherent dynamic range,Microphones,EXISTING,Batch 4
Maximum undistorted output,Microphones,EXISTING,Batch 4
Source impedance,Microphone Types & Transducers,EXISTING,Batch 4
Capacitive loading,Microphones,EXISTING,Batch 4
Microphone preamplifier,Microphone Types & Transducers,EXISTING,Batch 4
Junction field-effect transistor,Microphone Types & Transducers,EXISTING,Batch 4
Bootstrapped input,Microphone Types & Transducers,EXISTING,Batch 4
Constant-current powering,Microphone Types & Transducers,EXISTING,Batch 4
Integrated Electronics Piezo-Electric,Microphones,EXISTING,Batch 4
Integrated Circuit Piezoelectric,Microphones,EXISTING,Batch 4
IEPE sensor,Microphone Types & Transducers,EXISTING,Batch 4
Constant-current line drive,Microphone Types & Transducers,EXISTING,Batch 4
Phantom powering,Microphone Types & Transducers,EXISTING,Batch 4
Tonader powering,Microphone Types & Transducers,EXISTING,Batch 4
Digital microphone interface,Microphones,EXISTING,Batch 4
Pulse-density modulation microphone,Microphone Types & Transducers,EXISTING,Batch 4
I2S microphone,Microphones,EXISTING,Batch 4
Microelectromechanical microphone,Microphones,EXISTING,Batch 4
MEMS diaphragm,Microphone Types & Transducers,EXISTING,Batch 4
MEMS backplate,Microphone Types & Transducers,EXISTING,Batch 4
Capacitive MEMS microphone,Microphone Types & Transducers,EXISTING,Batch 4
Piezoelectric MEMS microphone,Microphone Types & Transducers,EXISTING,Batch 4
Optical MEMS microphone,Microphone Types & Transducers,EXISTING,Batch 4
Surface micromachining,Microphone Types & Transducers,EXISTING,Batch 4
Bulk micromachining,Microphone Types & Transducers,EXISTING,Batch 4
Deep reactive-ion etching,Microphone Types & Transducers,EXISTING,Batch 4
Sacrificial layer,Microphone Types & Transducers,EXISTING,Batch 4
Silicon-on-insulator,Microphone Types & Transducers,EXISTING,Batch 4
Wafer-level packaging,Microphone Types & Transducers,EXISTING,Batch 4
Acoustic port,Microphones,EXISTING,Batch 4
Top-port microphone,Microphones,EXISTING,Batch 4
Bottom-port microphone,Microphones,EXISTING,Batch 4
Package cavity,Microphones,EXISTING,Batch 4
Package leakage,Microphones,EXISTING,Batch 4
MEMS ASIC,Microphone Types & Transducers,EXISTING,Batch 4
Application-specific integrated circuit,Microphones,EXISTING,Batch 4
Charge amplifier,Microphone Types & Transducers,EXISTING,Batch 4
Sigma-delta modulator,Microphone Types & Transducers,EXISTING,Batch 4
Pulse-density modulation,Microphone Types & Transducers,EXISTING,Batch 4
Digital decimation,Microphone Types & Transducers,EXISTING,Batch 4
Sensitivity tolerance,Microphones,EXISTING,Batch 4
Part-to-part matching,Microphone Types & Transducers,EXISTING,Batch 4
Phase matching,Microphones,EXISTING,Batch 4
Array matching,Microphone Types & Transducers,EXISTING,Batch 4
Radio-frequency immunity,Microphones,EXISTING,Batch 4
Acoustic-overload recovery,Microphones,EXISTING,Batch 4
Pop-noise suppression,Microphone Types & Transducers,EXISTING,Batch 4
Wake-on-sound,Microphone Types & Transducers,EXISTING,Batch 4
Always-on microphone,Microphone Types & Transducers,EXISTING,Batch 4
Ultrasonic-band response,Microphones,EXISTING,Batch 4
Dust ingress,Microphone Types & Transducers,EXISTING,Batch 4
Particle ingress protection,Microphone Types & Transducers,EXISTING,Batch 4
Hydrophobic acoustic membrane,Microphone Types & Transducers,EXISTING,Batch 4
Acoustic mesh,Microphone Types & Transducers,EXISTING,Batch 4
Waterproof acoustic vent,Microphone Types & Transducers,EXISTING,Batch 4
Pressure-event robustness,Microphones,EXISTING,Batch 4
Directivity pattern,Microphones,EXISTING,Batch 4
Angular response,Microphones,EXISTING,Batch 4
Azimuth response,Microphones,EXISTING,Batch 4
Elevation response,Microphones,EXISTING,Batch 4
Three-dimensional directivity,Microphones,EXISTING,Batch 4
Front-to-back ratio,Microphones,EXISTING,Batch 4
Front-to-random ratio,Microphones,EXISTING,Batch 4
Null depth,Microphones,EXISTING,Batch 4
Null angle,Microphones,EXISTING,Batch 4
Acceptance angle,Microphones,EXISTING,Batch 4
Half-power angle,Microphones,EXISTING,Batch 4
Main lobe,Microphones,EXISTING,Batch 4
Side lobe,Microphones,EXISTING,Batch 4
Rear lobe,Microphones,EXISTING,Batch 4
Grating lobe,Microphones,EXISTING,Batch 4
Spatial aliasing,Microphones,EXISTING,Batch 4
Beam squint,Microphones,EXISTING,Batch 4
Frequency-invariant beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Pattern consistency,Microphones,EXISTING,Batch 4
Polar-pattern invariance,Microphones,EXISTING,Batch 4
Polar narrowing,Microphones,EXISTING,Batch 4
Superdirectivity,Microphone Types & Transducers,EXISTING,Batch 4
Directivity order,Microphones,EXISTING,Batch 4
Spherical harmonic order,Microphones,EXISTING,Batch 4
Legendre polynomial,Microphones,EXISTING,Batch 4
Cardioid family,Microphones,EXISTING,Batch 4
Bidirectional response,Microphones,EXISTING,Batch 4
Figure-eight response,Microphones,EXISTING,Batch 4
Shotgun interference tube,Microphone Types & Transducers,EXISTING,Batch 4
Interference-tube slot,Microphones,EXISTING,Batch 4
Line-gradient microphone,Microphones,EXISTING,Batch 4
Differential array,Microphone Types & Transducers,EXISTING,Batch 4
Filter-and-sum beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Minimum-variance distortionless response,Microphones,EXISTING,Batch 4
MVDR beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Capon beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Frost beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Linearly constrained minimum-variance beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Adaptive beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Fixed beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Broadband beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Narrowband beamformer,Microphone Types & Transducers,EXISTING,Batch 4
Frequency-domain beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Time-domain beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Subband beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Differential beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Robust beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Blind beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Neural beamforming,Microphone Types & Transducers,EXISTING,Batch 4
Steering vector,Microphone Types & Transducers,EXISTING,Batch 4
Array aperture,Microphone Types & Transducers,EXISTING,Batch 4
Effective aperture,Microphone Types & Transducers,EXISTING,Batch 4
Element spacing,Microphone Types & Transducers,EXISTING,Batch 4
Spatial covariance matrix,Microphone Types & Transducers,EXISTING,Batch 4
Cross-spectral matrix,Microphones,EXISTING,Batch 4
Coherence matrix,Microphones,EXISTING,Batch 4
Diagonal loading,Microphone Types & Transducers,EXISTING,Batch 4
Spatial whitening,Microphone Types & Transducers,EXISTING,Batch 4
Beamformer weight,Microphone Types & Transducers,EXISTING,Batch 4
Complex weighting,Microphones,EXISTING,Batch 4
Phase shading,Microphone Types & Transducers,EXISTING,Batch 4
Amplitude shading,Microphone Types & Transducers,EXISTING,Batch 4
Tapering function,Microphone Types & Transducers,EXISTING,Batch 4
Dolph–Chebyshev weighting,Microphone Types & Transducers,EXISTING,Batch 4
Delay estimation,Microphones,EXISTING,Batch 4
Time difference of arrival,Microphone Types & Transducers,EXISTING,Batch 4
Phase-transform weighting,Microphones,EXISTING,Batch 4
GCC-PHAT,Microphone Types & Transducers,EXISTING,Batch 4
Direction of arrival,Microphone Types & Transducers,EXISTING,Batch 4
Source localization,Microphones,EXISTING,Batch 4
Multiple signal classification,Microphones,EXISTING,Batch 4
MUSIC algorithm,Microphone Types & Transducers,EXISTING,Batch 4
ESPRIT algorithm,Microphone Types & Transducers,EXISTING,Batch 4
Electrodynamic motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Moving-coil motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Moving-magnet motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Underhung voice coil,Loudspeaker Types & Drivers,EXISTING,Batch 4
Overhung voice coil,Loudspeaker Types & Drivers,EXISTING,Batch 4
Equal-hung voice coil,Loudspeaker Types & Drivers,EXISTING,Batch 4
Short-coil motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Long-coil motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Differential-drive motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Dual-gap motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Push-pull motor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Symmetric magnetic circuit,Loudspeaker Types & Drivers,EXISTING,Batch 4
Asymmetric magnetic circuit,Loudspeaker Types & Drivers,EXISTING,Batch 4
Magnetic return path,Loudspeaker Types & Drivers,EXISTING,Batch 4
Pole vent,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Backplate vent,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Under-spider vent,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Air-gap flux density,Loudspeaker Types & Drivers,EXISTING,Batch 4
Flux density distribution,Loudspeaker Types & Drivers,EXISTING,Batch 4
Force factor,Loudspeaker Types & Drivers,EXISTING,Batch 4
Position-dependent force factor,Loudspeaker Types & Drivers,EXISTING,Batch 4
BL(x),Loudspeaker Types & Drivers,EXISTING,Batch 4
Current-dependent force factor,Loudspeaker Types & Drivers,EXISTING,Batch 4
BL(i),Loudspeaker Types & Drivers,EXISTING,Batch 4
Flux stabilization,Loudspeaker Types & Drivers,EXISTING,Batch 4
Faraday ring,Loudspeaker Types & Drivers,EXISTING,Batch 4
Eddy-current brake,Loudspeaker Types & Drivers,EXISTING,Batch 4
Voice-coil inductance,Loudspeaker Types & Drivers,EXISTING,Batch 4
Position-dependent inductance,Loudspeaker Types & Drivers,EXISTING,Batch 4
Le(x),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Current-dependent inductance,Loudspeaker Types & Drivers,EXISTING,Batch 4
Le(i),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Semi-inductance,Loudspeaker Types & Drivers,EXISTING,Batch 4
Reluctance force,Loudspeaker Types & Drivers,EXISTING,Batch 4
Magnetic saturation,Loudspeaker Types & Drivers,EXISTING,Batch 4
Hysteresis distortion,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Motor asymmetry,Loudspeaker Types & Drivers,EXISTING,Batch 4
Force-factor asymmetry,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Inductance asymmetry,Loudspeaker Types & Drivers,EXISTING,Batch 4
Rest-position offset,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mechanical compliance,Loudspeaker Types & Drivers,EXISTING,Batch 4
Kms,Loudspeaker Types & Drivers,EXISTING,Batch 4
Position-dependent stiffness,Loudspeaker Types & Drivers,EXISTING,Batch 4
Kms(x),Loudspeaker Types & Drivers,EXISTING,Batch 4
Compliance nonlinearity,Loudspeaker Types & Drivers,EXISTING,Batch 4
Progressive suspension,Loudspeaker Types & Drivers,EXISTING,Batch 4
Regressive suspension,Loudspeaker Types & Drivers,EXISTING,Batch 4
Spider linearity,Loudspeaker Types & Drivers,EXISTING,Batch 4
Surround linearity,Loudspeaker Types & Drivers,EXISTING,Batch 4
Suspension symmetry,Loudspeaker Types & Drivers,EXISTING,Batch 4
Suspension creep,Loudspeaker Types & Drivers,EXISTING,Batch 4
Viscoelastic creep,Loudspeaker Types & Drivers,EXISTING,Batch 4
Stress relaxation,Loudspeaker Types & Drivers,EXISTING,Batch 4
Hysteretic damping,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mechanical hysteresis,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Suspension aging,Loudspeaker Types & Drivers,EXISTING,Batch 4
Break-in effect,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Fatigue life,Loudspeaker Types & Drivers,EXISTING,Batch 4
Mechanical fatigue,Loudspeaker Types & Drivers,EXISTING,Batch 4
Buckling,Loudspeaker Types & Drivers,EXISTING,Batch 4
Rocking instability,Loudspeaker Types & Drivers,EXISTING,Batch 4
Voice-coil rubbing,Loudspeaker Types & Drivers,EXISTING,Batch 4
Bottoming,Loudspeaker Types & Drivers,EXISTING,Batch 4
Mechanical overtravel,Loudspeaker Types & Drivers,EXISTING,Batch 4
Maximum linear excursion,Loudspeaker Types & Drivers,EXISTING,Batch 4
Peak displacement,Loudspeaker Types & Drivers,EXISTING,Batch 4
Peak-to-peak excursion,Loudspeaker Types & Drivers,EXISTING,Batch 4
Displacement limit,Loudspeaker Types & Drivers,EXISTING,Batch 4
Damage limit,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Suspension-limited excursion,Loudspeaker Types & Drivers,EXISTING,Batch 4
Motor-limited excursion,Loudspeaker Types & Drivers,EXISTING,Batch 4
Thermal-limited output,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Displacement-limited output,Loudspeaker Types & Drivers,EXISTING,Batch 4
Air-noise-limited output,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Diaphragm piston region,Loudspeaker Types & Drivers,EXISTING,Batch 4
Piston band,Loudspeaker Types & Drivers,EXISTING,Batch 4
Piston diameter,Loudspeaker Types & Drivers,EXISTING,Batch 4
Effective radiating diameter,Loudspeaker Types & Drivers,EXISTING,Batch 4
Effective radiating area,Loudspeaker Types & Drivers,EXISTING,Batch 4
Breakup frequency,Loudspeaker Types & Drivers,EXISTING,Batch 4
Partial vibration,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Distributed-mode behavior,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Modal diaphragm,Loudspeaker Types & Drivers,EXISTING,Batch 4
Bending-wave radiator,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Flexural radiator,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Ring radiator,Loudspeaker Types & Drivers,EXISTING,Batch 4
Annular diaphragm,Loudspeaker Types & Drivers,EXISTING,Batch 4
Inverted dome,Loudspeaker Types & Drivers,EXISTING,Batch 4
Balanced dome,Loudspeaker Types & Drivers,EXISTING,Batch 4
Compression diaphragm,Loudspeaker Types & Drivers,EXISTING,Batch 4
Tangential surround,Loudspeaker Types & Drivers,EXISTING,Batch 4
Radial mode,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Circumferential mode,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Nodal circle,Loudspeaker Types & Drivers,EXISTING,Batch 4
Nodal diameter,Loudspeaker Types & Drivers,EXISTING,Batch 4
Bell mode,Loudspeaker Types & Drivers,EXISTING,Batch 4
Oil-canning mode,Loudspeaker Types & Drivers,EXISTING,Batch 4
Diaphragm rocking,Loudspeaker Types & Drivers,EXISTING,Batch 4
Constrained-layer damping,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Lossy coating,Loudspeaker Types & Drivers,EXISTING,Batch 4
Cone treatment,Loudspeaker Types & Drivers,EXISTING,Batch 4
Diaphragm anisotropy,Loudspeaker Types & Drivers,EXISTING,Batch 4
Orthotropic diaphragm,Loudspeaker Types & Drivers,EXISTING,Batch 4
Young's modulus,Loudspeaker Types & Drivers,EXISTING,Batch 4
Specific modulus,Loudspeaker Types & Drivers,EXISTING,Batch 4
Tensile strength,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Internal damping,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Loss tangent,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Poisson's ratio,Loudspeaker Types & Drivers,EXISTING,Batch 4
Areal mass,Loudspeaker Types & Drivers,EXISTING,Batch 4
Bending stiffness,Loudspeaker Types & Drivers,EXISTING,Batch 4
Flexural rigidity,Loudspeaker Types & Drivers,EXISTING,Batch 4
Sandwich composite,Loudspeaker Types & Drivers,EXISTING,Batch 4
Honeycomb core,Loudspeaker Types & Drivers,EXISTING,Batch 4
Rohacell core,Loudspeaker Types & Drivers,EXISTING,Batch 4
Vapor-deposited diaphragm,Loudspeaker Types & Drivers,EXISTING,Batch 4
Diamond-like carbon coating,Loudspeaker Types & Drivers,EXISTING,Batch 4
Ceramic-metal composite,Loudspeaker Types & Drivers,EXISTING,Batch 4
Compression ratio,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Compression chamber,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Annular phase plug,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Radial phase plug,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Circumferential phase plug,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Coherent wavefront,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Exit aperture,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Throat aperture,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat impedance,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat reactance,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat resistance,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Throat distortion,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Horn throat,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Horn mouth,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mouth circumference,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mouth termination,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Mouth reflection,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Horn cutoff frequency,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Acoustic cutoff,Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Flare constant,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Flare rate,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Exponential horn,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Conical horn,"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
