term,subject,landing_topic,status,source_batch
Self-oscillating delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Septuplet delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Serial reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Short-long reverb layering,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Single-tap delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Slurred delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Spillover,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Split early/late processing,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Stereo offset delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Swing delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Tap density,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Tap pattern,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Tap spacing,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Tempo-Synchronized Delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Tempo-relative delay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Tempo-synchronized predelay,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
True-stereo reverb,Recording & Mix Craft,Reverb & Delay,EXISTING,Batch 3
Acoustic-delay compensation,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Acoustic-shadow stereo,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Alignment-induced flattening,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Antiphonal microphone group,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Balcony microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Bass outrigger,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Center-downfill microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Center-fill microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Center-microphone delay reference,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Choir loft microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Conductor-position microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Correlation-based spot alignment,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Decca Tree 3D,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Decca Tree height layer,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Decca Tree outriggers,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Decca Tree wings,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Depth-plane mismatch,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Depth-preserving delay,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Distance-to-delay conversion,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Distant-brass microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Double-arrival artifact,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Far-flank microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Faulkner array null-axis control,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Fly-rail microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Frequency-dependent alignment,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Front-fill recording microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Front–rear array spacing,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Gallery microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Geometric spot delay,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Haas-window integration,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Hall-return microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Hamasaki ambience layer,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Height-layer decorrelation,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Image-width mismatch,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Main-array arrival reference,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Main-array lag,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Main-led orchestral mix,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Main-plus-ambience array,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Main-to-spot ratio,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Measured-arrival spot delay,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Mid-hall microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Natural-arrival preservation,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Natural-reverb return,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Near-flank microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Nearest-main delay reference,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
OCT,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
OCT-3D,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
ORTF-2plus2,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Offstage ensemble microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Optimized Stereo Signal technique,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Orchestra flank microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Orchestra outrigger,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Orchestral precedence shift,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Partial spot alignment,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Perceptual spot delay,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Perspective mismatch,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Pit-lip microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Pit-overhead microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Pit-wall boundary microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Podium microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Propagation-delay insertion,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Proscenium microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Rear-facing stage microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Rear-hall microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Sectional-delay grouping,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot anchoring,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot bloom,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot exposure,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot localization pull,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot masking,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot pre-arrival,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot prominence,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot spread,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot-induced image collapse,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot-led orchestral mix,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot-microphone delay,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot-to-hall mismatch,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spot-to-main balance,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Spotty orchestral image,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Stage-rear ambience microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
String outrigger,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Transient-reference alignment,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
Under-balcony microphone,Recording & Mix Craft,Stereo & Ensemble Miking Techniques,EXISTING,Batch 3
