term,subject,landing_topic,status,source_batch
Noise summation,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Nonlinear transfer functions,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Note-value delay,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Odd-order harmonics,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Oscillator synchronization,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Oversampling in nonlinear processors,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Parameter zipper noise,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Parametric equalization,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Passband ripple,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Phase distortion,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Phase-distortion synthesis,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Plate-reverb behavior,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Poles and zeros,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Post-ringing,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Power-supply noise,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Proportional-Q equalizers,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Quantization distortion,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Random noise,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Reverb ducking,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Reverb masking,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Reverb predelay and source distance,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Room size as a perceptual parameter,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Saturation curves,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Semiconductor nonlinearity,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Semiparametric equalization,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Sideband formation,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Sidechain filtering,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Slap delay,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Slew-induced distortion,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Soft saturation,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Soft sync,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Spectral synthesis,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Spring-reverb behavior,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Static nonlinearities,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Static versus modulated reverb,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Stopband attenuation,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Stopband ripple,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Sum-frequency distortion,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Through-zero modulation,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Time constants,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Time variance in natural spaces,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Tube nonlinearity,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Tuning systems,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Uncorrelated noise,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Uniform noise,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Variable-Q equalizers,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Vector synthesis,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Violet noise,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
Waveshaping,Foundational & Educational Concepts,"Signal Processing Concepts (Filters, Dynamics, FX & Noise)",NEW,Batch 5
AES EtherType,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
AES Organizationally Unique Identifier,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
AES protocol identifier,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
AES3 block,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
AES3 frame,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
ATM adaptation-layer parameter,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
ATM audio call,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
ATM interworking,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
AXML Chunk,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Access unit,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Accessibility metadata,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Across-Ear Envelope Comparison,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Adaptation control,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
All Frame,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Alternative Value Set,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Alternative audio element,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Arithmetic-coded spectral data,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio Data Transport Stream,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio Essence,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio Feature Ontology,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio access unit,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio call-setup signaling,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio chunk interleaving,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio clip node,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio conformance point,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio delay node,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio descriptor,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio element,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio element dependency,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio element group,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio element identifier,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio element interaction,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio elementary stream,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio frame,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio fundamental frequency,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio harmonicity,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio identification,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio interactivity,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio manifestation,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio media timescale,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio metadata code point,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio metadata enhancement,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio metadata invalidation,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio mixing node,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio multiplex element,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio over asynchronous transfer mode,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio preroll,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio preroll recovery,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio preservation event,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio profile-level compatibility,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio profile-level indication,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio protocol discriminator,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sample description,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sample duration,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sample entry,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sample group,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sample packet,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sample table,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sampling clock traceability,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio signature,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio source node,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio spatialization node,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio spectrum basis,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio spectrum centroid,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio spectrum envelope,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio spectrum flatness,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio spectrum projection,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio spectrum spread,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio stream configuration,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio stream synchronization tolerance,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio subframe,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio superframe,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio switch node,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio sync stream,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio synchronization word,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio track timescale,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio waveform descriptor,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio-bound metadata,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio-content indexing,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio-event description,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio-format box,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
Audio-format migration,Standards,"Standards — Coding, Systems, Metadata & Transport",NEW,Standards list
